"","reportdate","overall","ownership","locationid","location_start_2025","location_end_2025","good","rating"
"347",2015-03-30,"Good","Third sector","1-124026421",18646,20786,1,"Good"
"348",2015-03-30,"Good","For-profit","1-128901330",18648,NA,1,"Good"
"349",2015-03-30,"Good","Local Authority","1-133266850",18644,NA,1,"Good"
"350",2015-03-30,"Requires improvement","For-profit","1-138291030",18582,20727,0,"Requires improvement"
"351",2015-03-30,"Good","For-profit","1-143201994",18618,22354,1,"Good"
"352",2015-03-30,"Good","For-profit","1-1488485517",19899,21472,1,"Good"
"353",2015-03-30,"Inadequate","For-profit","1-223710702",18759,21837,0,"Inadequate"
"354",2015-03-30,"Requires improvement","For-profit","1-255642538",18827,NA,0,"Requires improvement"
"355",2015-03-30,"Good","For-profit","1-313219183",18893,NA,1,"Good"
"356",2015-03-30,"Good","For-profit","1-324558274",18927,NA,1,"Good"
"357",2015-03-30,"Good","For-profit","1-341458421",19030,20893,1,"Good"
"358",2015-03-30,"Good","For-profit","1-417644026",19122,NA,1,"Good"
"359",2015-03-30,"Requires improvement","For-profit","1-440587509",19186,20711,0,"Requires improvement"
"360",2015-03-30,"Requires improvement","For-profit","1-498742324",19285,20955,0,"Requires improvement"
"361",2015-03-30,"Good","Third sector","1-675579246",19480,21987,1,"Good"
"362",2015-03-30,"Requires improvement","For-profit","1-737762806",19512,20914,0,"Requires improvement"
"363",2015-03-30,"Inadequate","For-profit","1-7489375419",21836,NA,0,"Inadequate"
"364",2015-03-30,"Good","Third sector","1-8451142366",21986,NA,1,"Good"
"365",2015-03-30,"Good","For-profit","1-990258668",19641,20192,1,"Good"
"366",2015-03-31,"Good","For-profit","1-1004193709",19681,20810,1,"Good"
"367",2015-03-31,"Good","Local Authority","1-119926874",18631,NA,1,"Good"
"368",2015-03-31,"Good","For-profit","1-125986598",18634,NA,1,"Good"
"369",2015-03-31,"Requires improvement","For-profit","1-1272383137",19781,20677,0,"Requires improvement"
"370",2015-03-31,"Good","For-profit","1-1286033419",19788,20849,1,"Good"
"371",2015-03-31,"Good","For-profit","1-1393352201",19854,20703,1,"Good"
"372",2015-03-31,"Inadequate","For-profit","1-143477728",18644,21518,0,"Inadequate"
"373",2015-03-31,"Inadequate","For-profit","1-160181244",18652,NA,0,"Inadequate"
"374",2015-03-31,"Good","For-profit","1-1702955389",20011,NA,1,"Good"
"375",2015-03-31,"Good","For-profit","1-1745295741",20037,NA,1,"Good"
"376",2015-03-31,"Inadequate","For-profit","1-273085102",18830,NA,0,"Inadequate"
"377",2015-03-31,"Good","For-profit","1-398076998",19073,NA,1,"Good"
"378",2015-03-31,"Requires improvement","For-profit","1-435007368",19157,20863,0,"Requires improvement"
"379",2015-03-31,"Requires improvement","For-profit","1-468971744",19236,21643,0,"Requires improvement"
"380",2015-03-31,"Requires improvement","For-profit","1-519002719",19316,NA,0,"Requires improvement"
"381",2015-03-31,"Good","Third sector","1-793376372",19572,NA,1,"Good"
"382",2015-04-02,"Good","For-profit","1-269054979",18829,20712,1,"Good"
"383",2015-04-07,"Requires improvement","For-profit","1-1042868082",19669,NA,0,"Requires improvement"
"384",2015-04-07,"Good","Third sector","1-123864395",18570,NA,1,"Good"
"385",2015-04-07,"Good","For-profit","1-125252628",18592,NA,1,"Good"
"386",2015-04-07,"Good","For-profit","1-126215619",18665,NA,1,"Good"
"387",2015-04-07,"Requires improvement","For-profit","1-1287987010",19792,20458,0,"Requires improvement"
"388",2015-04-07,"Good","For-profit","1-147611197",18686,23322,1,"Good"
"389",2015-04-07,"Good","Local Authority","1-153653699",18655,NA,1,"Good"
"390",2015-04-07,"Good","For-profit","1-403745263",19138,20670,1,"Good"
"391",2015-04-07,"Good","For-profit","1-709184989",19493,20395,1,"Good"
"392",2015-04-08,"Good","For-profit","1-136205891",18612,20723,1,"Good"
"393",2015-04-08,"Good","Third sector","1-1644075468",19983,NA,1,"Good"
"394",2015-04-08,"Good","For-profit","1-300185842",18927,NA,1,"Good"
"395",2015-04-08,"Good","For-profit","1-374683713",19031,22361,1,"Good"
"396",2015-04-08,"Good","For-profit","1-640309714",19422,20616,1,"Good"
"397",2015-04-08,"Good","Third sector","1-768668863",19516,22400,1,"Good"
"398",2015-04-09,"Good","For-profit","1-134047365",18645,20415,1,"Good"
"399",2015-04-09,"Requires improvement","For-profit","1-140415999",18655,NA,0,"Requires improvement"
"400",2015-04-09,"Requires improvement","For-profit","1-356395789",18995,NA,0,"Requires improvement"
"401",2015-04-09,"Good","For-profit","1-6957740561",21706,NA,1,"Good"
"402",2015-04-09,"Good","For-profit","1-985452857",19654,21706,1,"Good"
"403",2015-04-10,"Good","Local Authority","1-119926941",18631,NA,1,"Good"
"404",2015-04-10,"Good","For-profit","1-122655443",18605,NA,1,"Good"
"405",2015-04-10,"Good","For-profit","1-128705642",18648,21691,1,"Good"
"406",2015-04-10,"Requires improvement","For-profit","1-133380657",18640,NA,0,"Requires improvement"
"407",2015-04-10,"Good","For-profit","1-16968972156",23292,NA,1,"Good"
"408",2015-04-10,"Good","For-profit","1-247130883",18763,23315,1,"Good"
"409",2015-04-10,"Requires improvement","For-profit","1-429622021",19193,20586,0,"Requires improvement"
"410",2015-04-10,"Inadequate","For-profit","1-452320795",19204,20117,0,"Inadequate"
"411",2015-04-10,"Requires improvement","For-profit","1-719405697",19487,20426,0,"Requires improvement"
"412",2015-04-13,"Good","For-profit","1-118991580",18654,NA,1,"Good"
"413",2015-04-13,"Good","Third sector","1-120777012",18665,NA,1,"Good"
"414",2015-04-13,"Good","For-profit","1-145946364",18653,NA,1,"Good"
"415",2015-04-13,"Good","For-profit","1-1468818119",19885,NA,1,"Good"
"416",2015-04-13,"Good","For-profit","1-229214474",18728,20996,1,"Good"
"417",2015-04-13,"Good","For-profit","1-328324087",18928,NA,1,"Good"
"418",2015-04-13,"Requires improvement","For-profit","1-344786441",18972,21042,0,"Requires improvement"
"419",2015-04-13,"Good","Third sector","1-865267644",19568,21096,1,"Good"
"420",2015-04-13,"Good","For-profit","1-925320523",19663,21502,1,"Good"
"421",2015-04-14,"Good","For-profit","1-126080395",18574,NA,1,"Good"
"422",2015-04-14,"Requires improvement","For-profit","1-269573624",18806,23113,0,"Requires improvement"
"423",2015-04-14,"Inadequate","For-profit","1-295778457",18908,20345,0,"Inadequate"
"424",2015-04-14,"Good","For-profit","1-333063323",18958,NA,1,"Good"
"425",2015-04-15,"Requires improvement","For-profit","1-10206005895",22300,NA,0,"Requires improvement"
"426",2015-04-15,"Good","For-profit","1-11626329281",22539,22732,1,"Good"
"427",2015-04-15,"Good","For-profit","1-1220907035",19775,NA,1,"Good"
"428",2015-04-15,"Requires improvement","For-profit","1-131871025",18633,23166,0,"Requires improvement"
"429",2015-04-15,"Requires improvement","For-profit","1-153712008",18652,NA,0,"Requires improvement"
"430",2015-04-15,"Good","For-profit","1-1781461484",20055,20473,1,"Good"
"431",2015-04-15,"Good","For-profit","1-447896605",19200,22539,1,"Good"
"432",2015-04-15,"Requires improvement","For-profit","1-728827446",19495,22300,0,"Requires improvement"
"433",2015-04-16,"Good","For-profit","1-134566533",18598,20572,1,"Good"
"434",2015-04-16,"Inadequate","For-profit","1-137922614",18598,20503,0,"Inadequate"
"435",2015-04-16,"Good","Local Authority","1-139098789",18612,NA,1,"Good"
"436",2015-04-16,"Requires improvement","For-profit","1-140963608",18605,20352,0,"Requires improvement"
"437",2015-04-16,"Good","For-profit","1-162585634",18660,21336,1,"Good"
"438",2015-04-17,"Good","Local Authority","1-1130651748",19715,NA,1,"Good"
"439",2015-04-17,"Requires improvement","For-profit","1-1227895063",19768,21651,0,"Requires improvement"
"440",2015-04-17,"Good","Third sector","1-123832518",18640,21073,1,"Good"
"441",2015-04-17,"Good","For-profit","1-126636586",18589,21566,1,"Good"
"442",2015-04-17,"Requires improvement","For-profit","1-361298347",19015,NA,0,"Requires improvement"
"443",2015-04-17,"Requires improvement","For-profit","1-361601382",19059,NA,0,"Requires improvement"
"444",2015-04-17,"Good","For-profit","1-506808224",19297,NA,1,"Good"
"445",2015-04-17,"Requires improvement","For-profit","1-6714968800",21649,NA,0,"Requires improvement"
"446",2015-04-17,"Requires improvement","For-profit","1-754700023",19521,20516,0,"Requires improvement"
"447",2015-04-20,"Good","For-profit","1-122667251",18599,NA,1,"Good"
"448",2015-04-20,"Requires improvement","For-profit","1-124777108",18638,NA,0,"Requires improvement"
"449",2015-04-20,"Good","For-profit","1-1283238546",19809,21410,1,"Good"
"450",2015-04-20,"Requires improvement","For-profit","1-131870981",18633,23173,0,"Requires improvement"
"451",2015-04-20,"Good","For-profit","1-136680772",18627,21292,1,"Good"
"452",2015-04-20,"Good","For-profit","1-139102559",18645,21389,1,"Good"
"453",2015-04-20,"Good","Third sector","1-139656931",18611,23496,1,"Good"
"454",2015-04-20,"Good","For-profit","1-140317529",18599,NA,1,"Good"
"455",2015-04-20,"Requires improvement","For-profit","1-141593784",18722,20401,0,"Requires improvement"
"456",2015-04-20,"Good","For-profit","1-1488486016",19899,21024,1,"Good"
"457",2015-04-20,"Inadequate","For-profit","1-1844557203",20087,21427,0,"Inadequate"
"458",2015-04-20,"Good","Local Authority","1-195717129",18671,NA,1,"Good"
"459",2015-04-20,"Requires improvement","For-profit","1-254289609",18814,20320,0,"Requires improvement"
"460",2015-04-20,"Good","For-profit","1-884621519",19585,NA,1,"Good"
"461",2015-04-21,"Good","Third sector","1-1150868204",19750,NA,1,"Good"
"462",2015-04-21,"Good","For-profit","1-1240602006",19764,NA,1,"Good"
"463",2015-04-21,"Good","For-profit","1-126888985",18603,20669,1,"Good"
"464",2015-04-21,"Inadequate","For-profit","1-130731623",18613,20426,0,"Inadequate"
"465",2015-04-21,"Requires improvement","Third sector","1-212089724",18763,22417,0,"Requires improvement"
"466",2015-04-21,"Good","Third sector","1-497350480",19283,22074,1,"Good"
"467",2015-04-21,"Requires improvement","For-profit","1-692684855",19463,22419,0,"Requires improvement"
"468",2015-04-21,"Inadequate","For-profit","1-701091528",19466,NA,0,"Inadequate"
"469",2015-04-22,"Good","For-profit","1-107949099",18637,20460,1,"Good"
"470",2015-04-22,"Requires improvement","For-profit","1-1084406735",19689,NA,0,"Requires improvement"
"471",2015-04-22,"Good","For-profit","1-122317722",18662,22389,1,"Good"
"472",2015-04-22,"Good","Third sector","1-130766542",18603,NA,1,"Good"
"473",2015-04-22,"Requires improvement","For-profit","1-130838062",18655,23525,0,"Requires improvement"
"474",2015-04-22,"Good","For-profit","1-1409890367",19887,NA,1,"Good"
"475",2015-04-22,"Requires improvement","For-profit","1-19424909359",23524,23659,0,"Requires improvement"
"476",2015-04-22,"Good","For-profit","1-215461739",18757,23323,1,"Good"
"477",2015-04-22,"Good","For-profit","1-353843973",18996,NA,1,"Good"
"478",2015-04-22,"Good","Local Authority","1-418193983",19124,NA,1,"Good"
"479",2015-04-22,"Good","For-profit","1-719746007",19502,20996,1,"Good"
"480",2015-04-22,"Good","For-profit","1-722229352",19493,20218,1,"Good"
"481",2015-04-23,"Good","For-profit","1-110915016",18618,20761,1,"Good"
"482",2015-04-23,"Good","For-profit","1-120007017",18581,20395,1,"Good"
"483",2015-04-23,"Requires improvement","For-profit","1-131871047",18633,21458,0,"Requires improvement"
"484",2015-04-23,"Good","For-profit","1-141385387",18597,23194,1,"Good"
"485",2015-04-23,"Good","For-profit","1-146886388",18606,21621,1,"Good"
"486",2015-04-23,"Requires improvement","For-profit","1-1914543170",20119,21119,0,"Requires improvement"
"487",2015-04-24,"Requires improvement","For-profit","1-1067603053",19712,NA,0,"Requires improvement"
"488",2015-04-24,"Good","For-profit","1-1074133755",19687,NA,1,"Good"
"489",2015-04-24,"Good","For-profit","1-125497944",18581,NA,1,"Good"
"490",2015-04-24,"Good","For-profit","1-125863127",18673,23722,1,"Good"
"491",2015-04-27,"Requires improvement","For-profit","1-113059615",18640,21608,0,"Requires improvement"
"492",2015-04-27,"Good","For-profit","1-1191183747",19775,NA,1,"Good"
"493",2015-04-27,"Requires improvement","For-profit","1-119699255",18584,NA,0,"Requires improvement"
"494",2015-04-27,"Good","For-profit","1-120065835",18634,NA,1,"Good"
"495",2015-04-27,"Good","For-profit","1-120065854",18634,22040,1,"Good"
"496",2015-04-27,"Requires improvement","Third sector","1-124628397",18637,21224,0,"Requires improvement"
"497",2015-04-27,"Good","For-profit","1-126215594",18665,23524,1,"Good"
"498",2015-04-27,"Good","For-profit","1-128499596",18638,NA,1,"Good"
"499",2015-04-27,"Good","Third sector","1-138210113",18655,20321,1,"Good"
"500",2015-04-27,"Good","For-profit","1-140973968",18617,20207,1,"Good"
"501",2015-04-27,"Requires improvement","For-profit","1-1442118143",19877,20375,0,"Requires improvement"
"502",2015-04-27,"Good","For-profit","1-208300155",18716,NA,1,"Good"
"503",2015-04-27,"Good","For-profit","1-217618416",18770,20191,1,"Good"
"504",2015-04-27,"Good","Third sector","1-298119760",18893,20775,1,"Good"
"505",2015-04-27,"Good","For-profit","1-315912208",18932,20369,1,"Good"
"506",2015-04-27,"Good","For-profit","1-385650361",19050,20621,1,"Good"
"507",2015-04-27,"Good","For-profit","1-420932103",19135,NA,1,"Good"
"508",2015-04-27,"Requires improvement","For-profit","1-730263955",19514,20650,0,"Requires improvement"
"509",2015-04-27,"Good","For-profit","1-741424274",19513,NA,1,"Good"
"510",2015-04-27,"Good","For-profit","1-816852841",19538,NA,1,"Good"
"511",2015-04-27,"Requires improvement","For-profit","1-971957097",19645,20312,0,"Requires improvement"
"512",2015-04-28,"Good","For-profit","1-1053898278",19632,21430,1,"Good"
"513",2015-04-28,"Good","For-profit","1-1075557433",19681,NA,1,"Good"
"514",2015-04-28,"Good","For-profit","1-1125454489",19728,NA,1,"Good"
"515",2015-04-28,"Requires improvement","For-profit","1-118016398",18637,20892,0,"Requires improvement"
"516",2015-04-28,"Requires improvement","For-profit","1-125829456",18655,22132,0,"Requires improvement"
"517",2015-04-28,"Good","For-profit","1-126321582",18598,20503,1,"Good"
"518",2015-04-28,"Good","For-profit","1-126604565",18604,20475,1,"Good"
"519",2015-04-28,"Good","For-profit","1-1556225340",19934,NA,1,"Good"
"520",2015-04-28,"Good","For-profit","1-16539726062",23211,NA,1,"Good"
"521",2015-04-28,"Good","Third sector","1-212089765",18763,20439,1,"Good"
"522",2015-04-28,"Good","For-profit","1-435389002",19165,23221,1,"Good"
"523",2015-04-28,"Good","For-profit","1-489949097",19289,NA,1,"Good"
"524",2015-04-28,"Good","For-profit","1-734366552",19500,21329,1,"Good"
"525",2015-04-29,"Good","For-profit","1-125498172",18581,NA,1,"Good"
"526",2015-04-29,"Good","For-profit","1-127583445",18646,20957,1,"Good"
"527",2015-04-29,"Good","Third sector","1-129770928",18589,21497,1,"Good"
"528",2015-04-29,"Good","For-profit","1-140963495",18605,20885,1,"Good"
"529",2015-04-29,"Good","For-profit","1-1776566263",20041,21448,1,"Good"
"530",2015-04-29,"Requires improvement","For-profit","1-1909793347",20122,20243,0,"Requires improvement"
"531",2015-04-29,"Good","For-profit","1-203157020",18722,21087,1,"Good"
"532",2015-04-29,"Good","For-profit","1-256782583",18791,20655,1,"Good"
"533",2015-04-29,"Good","For-profit","1-456567055",19222,NA,1,"Good"
"534",2015-04-29,"Good","For-profit","1-741294746",19537,20417,1,"Good"
"535",2015-04-29,"Requires improvement","For-profit","1-747595999",19513,20566,0,"Requires improvement"
"536",2015-04-30,"Good","For-profit","1-119108618",18647,20436,1,"Good"
"537",2015-04-30,"Requires improvement","For-profit","1-122611701",18647,21945,0,"Requires improvement"
"538",2015-04-30,"Requires improvement","For-profit","1-1525413276",19984,21511,0,"Requires improvement"
"539",2015-04-30,"Good","For-profit","1-1560766758",19940,20955,1,"Good"
"540",2015-04-30,"Good","For-profit","1-283391421",18857,NA,1,"Good"
"541",2015-04-30,"Good","For-profit","1-291683646",18890,NA,1,"Good"
"542",2015-04-30,"Requires improvement","For-profit","1-341078880",18967,22964,0,"Requires improvement"
"543",2015-04-30,"Good","For-profit","1-454735425",19213,20594,1,"Good"
"544",2015-04-30,"Good","For-profit","1-540127754",19337,21731,1,"Good"
"545",2015-04-30,"Good","For-profit","1-709873940",19635,20871,1,"Good"
"546",2015-04-30,"Good","For-profit","1-713970591",19477,20775,1,"Good"
"547",2015-04-30,"Requires improvement","For-profit","1-8301903483",21945,NA,0,"Requires improvement"
"548",2015-04-30,"Good","Third sector","1-840308337",19565,NA,1,"Good"
"549",2015-05-01,"Good","Third sector","1-1134898317",19723,23733,1,"Good"
"550",2015-05-01,"Good","For-profit","1-121201770",18640,NA,1,"Good"
"551",2015-05-01,"Good","For-profit","1-1327283239",19810,20779,1,"Good"
"552",2015-05-01,"Good","Third sector","1-1332214342",19871,20741,1,"Good"
"553",2015-05-01,"Good","For-profit","1-1336712668",19830,20278,1,"Good"
"554",2015-05-01,"Requires improvement","For-profit","1-1430026681",19883,NA,0,"Requires improvement"
"555",2015-05-01,"Inadequate","For-profit","1-1514463335",19925,NA,0,"Inadequate"
"556",2015-05-01,"Good","Third sector","1-19884010954",23687,NA,1,"Good"
"557",2015-05-01,"Requires improvement","For-profit","1-245953011",18760,NA,0,"Requires improvement"
"558",2015-05-01,"Good","For-profit","1-325776127",18953,21558,1,"Good"
"559",2015-05-01,"Good","For-profit","1-401244022",19094,22313,1,"Good"
"560",2015-05-01,"Good","For-profit","1-449709959",19208,20566,1,"Good"
"561",2015-05-01,"Inadequate","For-profit","1-658073048",19436,20345,0,"Inadequate"
"562",2015-05-01,"Good","For-profit","1-716535123",19775,NA,1,"Good"
"563",2015-05-01,"Good","For-profit","1-9649168827",22245,NA,1,"Good"
"564",2015-05-05,"Good","Third sector","1-125107388",18637,20608,1,"Good"
"565",2015-05-05,"Good","For-profit","1-1718661804",20015,NA,1,"Good"
"566",2015-05-05,"Requires improvement","For-profit","1-396848777",19130,NA,0,"Requires improvement"
